        step	          pH	        temp	         Alk	          mu	     pct_err	      m_Ca+2	      m_Mg+2	        m_K+	       m_Na+	     m_HCO3-	    m_H4SiO4	      m_Al+3	     la_Ca+2	     la_Mg+2	    la_HCO3-	  si_Calcite	 si_Dolomite	 si_Gibbsite	si_Kaolinite	   si_Quartz	si_Anorthite	 si_Diopside	si_Forsterite	 k_Anorthite	dk_Anorthite	  k_Diopside	 dk_Diopside	k_Forsterite	dk_Forsterite	        Step	          pH	  Alkalinity	     Ca_conc	     Mg_conc	   HCO3_conc	
         224	     5.99648	      18.000	 2.89285e-06	 0.000161625	     75.1487	  3.0528e-05	  2.6349e-05	  4.0001e-05	  2.0001e-05	  3.8843e-06	  5.1763e-05	  2.4025e-10	 -4.5404e+00	 -4.6043e+00	 -5.4170e+00	     -5.9132	    -11.8538	     -0.1973	      0.0000	     -0.2000	    -11.3971	    -14.1947	    -18.6706	  1.5000e+00	 -4.5057e-07	  8.0000e-01	 -1.0180e-07	  2.9999e-01	 -5.6352e-06	  2.2400e+02	  5.9965e+00	  2.8929e-06	  3.0528e-05	  2.6349e-05	  3.8843e-06	
         225	     6.00859	      18.000	 2.99865e-06	 0.000161755	     75.0901	  3.0530e-05	  2.6400e-05	  4.0001e-05	  2.0001e-05	  3.9619e-06	  5.1763e-05	  2.2098e-10	 -4.5404e+00	 -4.6034e+00	 -5.4084e+00	     -5.8925	    -11.8115	     -0.1973	      0.0000	     -0.2000	    -11.3729	    -14.1454	    -18.6206	  1.5000e+00	 -4.5258e-07	  8.0000e-01	 -1.0226e-07	  2.9999e-01	 -5.6603e-06	  2.2500e+02	  6.0086e+00	  2.9986e-06	  3.0530e-05	  2.6400e-05	  3.9619e-06	
         226	     6.02069	      18.000	 3.10447e-06	 0.000161887	      75.031	  3.0533e-05	  2.6451e-05	  4.0001e-05	  2.0001e-05	  4.0403e-06	  5.1763e-05	  2.0328e-10	 -4.5403e+00	 -4.6026e+00	 -5.3999e+00	     -5.8718	    -11.7695	     -0.1973	      0.0000	     -0.2000	    -11.3487	    -14.0962	    -18.5705	  1.5000e+00	 -4.5459e-07	  8.0000e-01	 -1.0271e-07	  2.9999e-01	 -5.6855e-06	  2.2600e+02	  6.0207e+00	  3.1045e-06	  3.0533e-05	  2.6451e-05	  4.0403e-06	
         227	     6.03277	      18.000	 3.21033e-06	  0.00016202	     74.9714	  3.0535e-05	  2.6501e-05	  4.0001e-05	  2.0001e-05	  4.1194e-06	  5.1763e-05	  1.8701e-10	 -4.5403e+00	 -4.6018e+00	 -5.3914e+00	     -5.8513	    -11.7276	     -0.1973	     -0.0000	     -0.2000	    -11.3245	    -14.0470	    -18.5206	  1.5000e+00	 -4.5660e-07	  8.0000e-01	 -1.0317e-07	  2.9999e-01	 -5.7107e-06	  2.2700e+02	  6.0328e+00	  3.2103e-06	  3.0535e-05	  2.6501e-05	  4.1194e-06	
         228	     6.04483	      18.000	 3.31621e-06	 0.000162153	     74.9113	  3.0537e-05	  2.6552e-05	  4.0001e-05	  2.0001e-05	  4.1993e-06	  5.1763e-05	  1.7207e-10	 -4.5403e+00	 -4.6010e+00	 -5.3831e+00	     -5.8309	    -11.6860	     -0.1973	      0.0000	     -0.2000	    -11.3003	    -13.9979	    -18.4707	  1.5000e+00	 -4.5861e-07	  8.0000e-01	 -1.0362e-07	  2.9999e-01	 -5.7358e-06	  2.2800e+02	  6.0448e+00	  3.3162e-06	  3.0537e-05	  2.6552e-05	  4.1993e-06	
         229	     6.05688	      18.000	 3.42212e-06	 0.000162287	     74.8507	  3.0540e-05	  2.6603e-05	  4.0001e-05	  2.0001e-05	  4.2800e-06	  5.1763e-05	  1.5833e-10	 -4.5403e+00	 -4.6002e+00	 -5.3748e+00	     -5.8105	    -11.6445	     -0.1973	     -0.0000	     -0.2000	    -11.2762	    -13.9489	    -18.4208	  1.5000e+00	 -4.6062e-07	  8.0000e-01	 -1.0407e-07	  2.9999e-01	 -5.7610e-06	  2.2900e+02	  6.0569e+00	  3.4221e-06	  3.0540e-05	  2.6603e-05	  4.2800e-06	
         230	     6.06892	      18.000	 3.52806e-06	 0.000162422	     74.7897	  3.0542e-05	  2.6653e-05	  4.0001e-05	  2.0001e-05	  4.3613e-06	  5.1763e-05	  1.4571e-10	 -4.5402e+00	 -4.5993e+00	 -5.3667e+00	     -5.7903	    -11.6033	     -0.1973	     -0.0000	     -0.2000	    -11.2521	    -13.8999	    -18.3710	  1.5000e+00	 -4.6263e-07	  8.0000e-01	 -1.0453e-07	  2.9999e-01	 -5.7861e-06	  2.3000e+02	  6.0689e+00	  3.5281e-06	  3.0542e-05	  2.6653e-05	  4.3613e-06	
         231	     6.08094	      18.000	 3.63403e-06	 0.000162557	     74.7283	  3.0545e-05	  2.6704e-05	  4.0001e-05	  2.0001e-05	  4.4434e-06	  5.1763e-05	  1.3410e-10	 -4.5402e+00	 -4.5985e+00	 -5.3586e+00	     -5.7702	    -11.5622	     -0.1973	      0.0000	     -0.2000	    -11.2280	    -13.8510	    -18.3213	  1.5000e+00	 -4.6465e-07	  8.0000e-01	 -1.0498e-07	  2.9999e-01	 -5.8113e-06	  2.3100e+02	  6.0809e+00	  3.6340e-06	  3.0545e-05	  2.6704e-05	  4.4434e-06	
         232	     6.09295	      18.000	 3.74002e-06	 0.000162693	     74.6664	  3.0547e-05	  2.6755e-05	  4.0001e-05	  2.0001e-05	  4.5262e-06	  5.1763e-05	  1.2344e-10	 -4.5402e+00	 -4.5977e+00	 -5.3506e+00	     -5.7501	    -11.5213	     -0.1973	      0.0000	     -0.2000	    -11.2040	    -13.8021	    -18.2717	  1.5000e+00	 -4.6666e-07	  8.0000e-01	 -1.0544e-07	  2.9999e-01	 -5.8364e-06	  2.3200e+02	  6.0929e+00	  3.7400e-06	  3.0547e-05	  2.6755e-05	  4.5262e-06	
         233	     6.10494	      18.000	 3.84603e-06	  0.00016283	     74.6042	  3.0550e-05	  2.6806e-05	  4.0001e-05	  2.0001e-05	  4.6095e-06	  5.1763e-05	  1.1363e-10	 -4.5402e+00	 -4.5969e+00	 -5.3426e+00	     -5.7302	    -11.4806	     -0.1973	      0.0000	     -0.2000	    -11.1800	    -13.7533	    -18.2221	  1.5000e+00	 -4.6867e-07	  8.0000e-01	 -1.0589e-07	  2.9999e-01	 -5.8616e-06	  2.3300e+02	  6.1049e+00	  3.8460e-06	  3.0550e-05	  2.6806e-05	  4.6095e-06	
         234	     6.11691	      18.000	 3.95207e-06	 0.000162968	     74.5416	  3.0552e-05	  2.6856e-05	  4.0001e-05	  2.0001e-05	  4.6936e-06	  5.1763e-05	  1.0461e-10	 -4.5401e+00	 -4.5961e+00	 -5.3348e+00	     -5.7103	    -11.4402	     -0.1973	     -0.0000	     -0.2000	    -11.1560	    -13.7046	    -18.1726	  1.5000e+00	 -4.7068e-07	  8.0000e-01	 -1.0635e-07	  2.9999e-01	 -5.8868e-06	  2.3400e+02	  6.1169e+00	  3.9521e-06	  3.0552e-05	  2.6856e-05	  4.6936e-06	
         235	     6.12888	      18.000	 4.05813e-06	 0.000163106	     74.4786	  3.0555e-05	  2.6907e-05	  4.0001e-05	  2.0001e-05	  4.7782e-06	  5.1763e-05	  9.6322e-11	 -4.5401e+00	 -4.5953e+00	 -5.3270e+00	     -5.6906	    -11.3999	     -0.1973	      0.0000	     -0.2000	    -11.1321	    -13.6559	    -18.1231	  1.5000e+00	 -4.7269e-07	  8.0000e-01	 -1.0680e-07	  2.9999e-01	 -5.9119e-06	  2.3500e+02	  6.1289e+00	  4.0581e-06	  3.0555e-05	  2.6907e-05	  4.7782e-06	
         236	     6.14083	      18.000	 4.16421e-06	 0.000163244	     74.4153	  3.0557e-05	  2.6958e-05	  4.0001e-05	  2.0001e-05	  4.8634e-06	  5.1763e-05	  8.8695e-11	 -4.5401e+00	 -4.5945e+00	 -5.3194e+00	     -5.6709	    -11.3598	     -0.1973	      0.0000	     -0.2000	    -11.1081	    -13.6073	    -18.0737	  1.5000e+00	 -4.7470e-07	  8.0000e-01	 -1.0726e-07	  2.9999e-01	 -5.9371e-06	  2.3600e+02	  6.1408e+00	  4.1642e-06	  3.0557e-05	  2.6958e-05	  4.8634e-06	
         237	     6.15276	      18.000	 4.27031e-06	 0.000163384	     74.3517	  3.0559e-05	  2.7008e-05	  4.0001e-05	  2.0001e-05	  4.9492e-06	  5.1763e-05	  8.1678e-11	 -4.5401e+00	 -4.5937e+00	 -5.3118e+00	     -5.6514	    -11.3199	     -0.1973	     -0.0000	     -0.2000	    -11.0842	    -13.5587	    -18.0243	  1.5000e+00	 -4.7671e-07	  8.0000e-01	 -1.0771e-07	  2.9999e-01	 -5.9622e-06	  2.3700e+02	  6.1528e+00	  4.2703e-06	  3.0559e-05	  2.7008e-05	  4.9492e-06	
         238	     6.16469	      18.000	 4.37643e-06	 0.000163523	     74.2878	  3.0562e-05	  2.7059e-05	  4.0001e-05	  2.0001e-05	  5.0355e-06	  5.1763e-05	  7.5222e-11	 -4.5401e+00	 -4.5929e+00	 -5.3043e+00	     -5.6319	    -11.2802	     -0.1973	      0.0000	     -0.2000	    -11.0604	    -13.5101	    -17.9750	  1.5000e+00	 -4.7873e-07	  8.0000e-01	 -1.0817e-07	  2.9999e-01	 -5.9874e-06	  2.3800e+02	  6.1647e+00	  4.3764e-06	  3.0562e-05	  2.7059e-05	  5.0355e-06	
         239	     6.17661	      18.000	 4.48257e-06	 0.000163664	     74.2236	  3.0564e-05	  2.7110e-05	  4.0001e-05	  2.0001e-05	  5.1224e-06	  5.1763e-05	  6.9281e-11	 -4.5400e+00	 -4.5921e+00	 -5.2968e+00	     -5.6126	    -11.2407	     -0.1973	      0.0000	     -0.2000	    -11.0365	    -13.4616	    -17.9257	  1.5000e+00	 -4.8074e-07	  8.0000e-01	 -1.0862e-07	  2.9999e-01	 -6.0125e-06	  2.3900e+02	  6.1766e+00	  4.4826e-06	  3.0564e-05	  2.7110e-05	  5.1224e-06	
         240	     6.18852	      18.000	 4.58873e-06	 0.000163805	     74.1591	  3.0567e-05	  2.7160e-05	  4.0001e-05	  2.0001e-05	  5.2098e-06	  5.1763e-05	  6.3813e-11	 -4.5400e+00	 -4.5913e+00	 -5.2895e+00	     -5.5933	    -11.2014	     -0.1973	     -0.0000	     -0.2000	    -11.0126	    -13.4132	    -17.8765	  1.5000e+00	 -4.8275e-07	  8.0000e-01	 -1.0907e-07	  2.9999e-01	 -6.0377e-06	  2.4000e+02	  6.1885e+00	  4.5887e-06	  3.0567e-05	  2.7160e-05	  5.2098e-06	
         241	     6.20042	      18.000	  4.6949e-06	 0.000163946	     74.0943	  3.0569e-05	  2.7211e-05	  4.0001e-05	  2.0001e-05	  5.2977e-06	  5.1763e-05	  5.8779e-11	 -4.5400e+00	 -4.5905e+00	 -5.2822e+00	     -5.5741	    -11.1622	     -0.1973	     -0.0000	     -0.2000	    -10.9888	    -13.3647	    -17.8273	  1.5000e+00	 -4.8476e-07	  8.0000e-01	 -1.0953e-07	  2.9999e-01	 -6.0629e-06	  2.4100e+02	  6.2004e+00	  4.6949e-06	  3.0569e-05	  2.7211e-05	  5.2977e-06	
         242	     6.21232	      18.000	 4.80109e-06	 0.000164088	     74.0293	  3.0572e-05	  2.7262e-05	  4.0001e-05	  2.0001e-05	  5.3861e-06	  5.1763e-05	  5.4144e-11	 -4.5400e+00	 -4.5897e+00	 -5.2750e+00	     -5.5550	    -11.1232	     -0.1973	     -0.0000	     -0.2000	    -10.9650	    -13.3163	    -17.7781	  1.5000e+00	 -4.8677e-07	  8.0000e-01	 -1.0998e-07	  2.9999e-01	 -6.0880e-06	  2.4200e+02	  6.2123e+00	  4.8011e-06	  3.0572e-05	  2.7262e-05	  5.3861e-06	
         243	     6.22422	      18.000	  4.9073e-06	 0.000164231	     73.9641	  3.0574e-05	  2.7312e-05	  4.0001e-05	  2.0001e-05	  5.4749e-06	  5.1763e-05	  4.9876e-11	 -4.5399e+00	 -4.5889e+00	 -5.2679e+00	     -5.5360	    -11.0844	     -0.1973	      0.0000	     -0.2000	    -10.9412	    -13.2679	    -17.7289	  1.5000e+00	 -4.8878e-07	  8.0000e-01	 -1.1044e-07	  2.9999e-01	 -6.1132e-06	  2.4300e+02	  6.2242e+00	  4.9073e-06	  3.0574e-05	  2.7312e-05	  5.4749e-06	
         244	     6.23611	      18.000	 5.01352e-06	 0.000164374	     73.8986	  3.0576e-05	  2.7363e-05	  4.0001e-05	  2.0001e-05	  5.5641e-06	  5.1763e-05	  4.5944e-11	 -4.5399e+00	 -4.5881e+00	 -5.2609e+00	     -5.5170	    -11.0458	     -0.1973	      0.0000	     -0.2000	    -10.9174	    -13.2195	    -17.6798	  1.5000e+00	 -4.9080e-07	  8.0000e-01	 -1.1089e-07	  2.9999e-01	 -6.1383e-06	  2.4400e+02	  6.2361e+00	  5.0135e-06	  3.0576e-05	  2.7363e-05	  5.5641e-06	
         245	       6.248	      18.000	 5.11976e-06	 0.000164517	     73.8329	  3.0579e-05	  2.7414e-05	  4.0001e-05	  2.0001e-05	  5.6538e-06	  5.1763e-05	  4.2323e-11	 -4.5399e+00	 -4.5873e+00	 -5.2540e+00	     -5.4982	    -11.0073	     -0.1973	      0.0000	     -0.2000	    -10.8936	    -13.1711	    -17.6306	  1.5000e+00	 -4.9281e-07	  8.0000e-01	 -1.1135e-07	  2.9999e-01	 -6.1635e-06	  2.4500e+02	  6.2480e+00	  5.1198e-06	  3.0579e-05	  2.7414e-05	  5.6538e-06	
         246	      6.2599	      18.000	 5.22601e-06	 0.000164661	     73.7671	  3.0581e-05	  2.7465e-05	  4.0001e-05	  2.0001e-05	  5.7439e-06	  5.1763e-05	  3.8986e-11	 -4.5399e+00	 -4.5865e+00	 -5.2471e+00	     -5.4794	    -10.9690	     -0.1973	     -0.0000	     -0.2000	    -10.8697	    -13.1227	    -17.5814	  1.5000e+00	 -4.9482e-07	  8.0000e-01	 -1.1180e-07	  2.9999e-01	 -6.1886e-06	  2.4600e+02	  6.2599e+00	  5.2260e-06	  3.0581e-05	  2.7465e-05	  5.7439e-06	
         247	      6.2718	      18.000	 5.33228e-06	 0.000164805	      73.701	  3.0584e-05	  2.7515e-05	  4.0001e-05	  2.0001e-05	  5.8345e-06	  5.1763e-05	  3.5912e-11	 -4.5398e+00	 -4.5857e+00	 -5.2403e+00	     -5.4607	    -10.9308	     -0.1973	      0.0000	     -0.2000	    -10.8459	    -13.0743	    -17.5322	  1.5000e+00	 -4.9683e-07	  8.0000e-01	 -1.1226e-07	  2.9999e-01	 -6.2138e-06	  2.4700e+02	  6.2718e+00	  5.3323e-06	  3.0584e-05	  2.7515e-05	  5.8345e-06	
         248	     6.28371	      18.000	 5.43856e-06	 0.000164949	     73.6348	  3.0586e-05	  2.7566e-05	  4.0001e-05	  2.0001e-05	  5.9254e-06	  5.1763e-05	  3.3078e-11	 -4.5398e+00	 -4.5849e+00	 -5.2336e+00	     -5.4420	    -10.8927	     -0.1973	      0.0000	     -0.2000	    -10.8221	    -13.0259	    -17.4830	  1.5000e+00	 -4.9884e-07	  8.0000e-01	 -1.1271e-07	  2.9999e-01	 -6.2390e-06	  2.4800e+02	  6.2837e+00	  5.4386e-06	  3.0586e-05	  2.7566e-05	  5.9254e-06	
         249	     6.29562	      18.000	 5.54486e-06	 0.000165094	     73.5684	  3.0589e-05	  2.7617e-05	  4.0001e-05	  2.0001e-05	  6.0166e-06	  5.1763e-05	  3.0466e-11	 -4.5398e+00	 -4.5841e+00	 -5.2270e+00	     -5.4235	    -10.8548	     -0.1973	      0.0000	     -0.2000	    -10.7982	    -12.9774	    -17.4338	  1.5000e+00	 -5.0085e-07	  8.0000e-01	 -1.1316e-07	  2.9999e-01	 -6.2641e-06	  2.4900e+02	  6.2956e+00	  5.5449e-06	  3.0589e-05	  2.7617e-05	  6.0166e-06	
         250	     6.30755	      18.000	 5.65117e-06	  0.00016524	     73.5019	  3.0591e-05	  2.7667e-05	  4.0001e-05	  2.0001e-05	  6.1082e-06	  5.1763e-05	  2.8058e-11	 -4.5398e+00	 -4.5833e+00	 -5.2204e+00	     -5.4049	    -10.8170	     -0.1973	     -0.0000	     -0.2000	    -10.7744	    -12.9289	    -17.3845	  1.5000e+00	 -5.0286e-07	  8.0000e-01	 -1.1362e-07	  2.9999e-01	 -6.2893e-06	  2.5000e+02	  6.3075e+00	  5.6512e-06	  3.0591e-05	  2.7667e-05	  6.1082e-06	
         251	     6.31949	      18.000	 5.75749e-06	 0.000165386	     73.4352	  3.0593e-05	  2.7718e-05	  4.0001e-05	  2.0001e-05	  6.2002e-06	  5.1763e-05	  2.5838e-11	 -4.5397e+00	 -4.5825e+00	 -5.2139e+00	     -5.3865	    -10.7794	     -0.1973	     -0.0000	     -0.2000	    -10.7504	    -12.8803	    -17.3352	  1.5000e+00	 -5.0488e-07	  8.0000e-01	 -1.1407e-07	  2.9999e-01	 -6.3144e-06	  2.5100e+02	  6.3195e+00	  5.7575e-06	  3.0593e-05	  2.7718e-05	  6.2002e-06	
         252	     6.33145	      18.000	 5.86383e-06	 0.000165532	     73.3684	  3.0596e-05	  2.7769e-05	  4.0001e-05	  2.0001e-05	  6.2925e-06	  5.1763e-05	  2.3791e-11	 -4.5397e+00	 -4.5818e+00	 -5.2075e+00	     -5.3681	    -10.7418	     -0.1973	      0.0000	     -0.2000	    -10.7265	    -12.8317	    -17.2858	  1.5000e+00	 -5.0689e-07	  8.0000e-01	 -1.1453e-07	  2.9999e-01	 -6.3396e-06	  2.5200e+02	  6.3314e+00	  5.8638e-06	  3.0596e-05	  2.7769e-05	  6.2925e-06	
         253	     6.34343	      18.000	 5.97018e-06	 0.000165678	     73.3014	  3.0598e-05	  2.7819e-05	  4.0001e-05	  2.0001e-05	  6.3851e-06	  5.1763e-05	  2.1903e-11	 -4.5397e+00	 -4.5810e+00	 -5.2012e+00	     -5.3498	    -10.7044	     -0.1973	     -0.0000	     -0.2000	    -10.7025	    -12.7830	    -17.2363	  1.5000e+00	 -5.0890e-07	  8.0000e-01	 -1.1498e-07	  2.9999e-01	 -6.3647e-06	  2.5300e+02	  6.3434e+00	  5.9702e-06	  3.0598e-05	  2.7819e-05	  6.3851e-06	
         254	     6.35543	      18.000	 6.07654e-06	 0.000165825	     73.2344	  3.0601e-05	  2.7870e-05	  4.0001e-05	  2.0001e-05	  6.4780e-06	  5.1763e-05	  2.0161e-11	 -4.5397e+00	 -4.5802e+00	 -5.1949e+00	     -5.3315	    -10.6670	     -0.1973	      0.0000	     -0.2000	    -10.6785	    -12.7342	    -17.1868	  1.5000e+00	 -5.1091e-07	  8.0000e-01	 -1.1544e-07	  2.9999e-01	 -6.3899e-06	  2.5400e+02	  6.3554e+00	  6.0765e-06	  3.0601e-05	  2.7870e-05	  6.4780e-06	
         255	     6.36745	      18.000	 6.18291e-06	 0.000165972	     73.1672	  3.0603e-05	  2.7921e-05	  4.0001e-05	  2.0001e-05	  6.5712e-06	  5.1763e-05	  1.8555e-11	 -4.5396e+00	 -4.5794e+00	 -5.1887e+00	     -5.3132	    -10.6298	     -0.1973	     -0.0000	     -0.2000	    -10.6544	    -12.6853	    -17.1371	  1.5000e+00	 -5.1292e-07	  8.0000e-01	 -1.1589e-07	  2.9999e-01	 -6.4151e-06	  2.5500e+02	  6.3675e+00	  6.1829e-06	  3.0603e-05	  2.7921e-05	  6.5712e-06	
         256	      6.3795	      18.000	  6.2893e-06	 0.000166119	     73.0999	  3.0606e-05	  2.7971e-05	  4.0001e-05	  2.0001e-05	  6.6647e-06	  5.1763e-05	  1.7074e-11	 -4.5396e+00	 -4.5787e+00	 -5.1826e+00	     -5.2950	    -10.5926	     -0.1973	     -0.0000	     -0.2000	    -10.6303	    -12.6363	    -17.0873	  1.5000e+00	 -5.1493e-07	  8.0000e-01	 -1.1635e-07	  2.9999e-01	 -6.4402e-06	  2.5600e+02	  6.3795e+00	  6.2893e-06	  3.0606e-05	  2.7971e-05	  6.6647e-06	
         257	     6.39159	      18.000	  6.3957e-06	 0.000166267	     73.0326	  3.0608e-05	  2.8022e-05	  4.0001e-05	  2.0001e-05	  6.7585e-06	  5.1763e-05	  1.5708e-11	 -4.5396e+00	 -4.5779e+00	 -5.1765e+00	     -5.2768	    -10.5555	     -0.1973	      0.0000	     -0.2000	    -10.6061	    -12.5871	    -17.0375	  1.5000e+00	 -5.1694e-07	  8.0000e-01	 -1.1680e-07	  2.9999e-01	 -6.4654e-06	  2.5700e+02	  6.3916e+00	  6.3957e-06	  3.0608e-05	  2.8022e-05	  6.7585e-06	
         258	     6.40371	      18.000	 6.50211e-06	 0.000166415	     72.9652	  3.0611e-05	  2.8073e-05	  4.0001e-05	  2.0001e-05	  6.8525e-06	  5.1763e-05	  1.4447e-11	 -4.5396e+00	 -4.5771e+00	 -5.1705e+00	     -5.2587	    -10.5185	     -0.1973	     -0.0000	     -0.2000	    -10.5818	    -12.5378	    -16.9874	  1.5000e+00	 -5.1896e-07	  8.0000e-01	 -1.1725e-07	  2.9999e-01	 -6.4905e-06	  2.5800e+02	  6.4037e+00	  6.5021e-06	  3.0611e-05	  2.8073e-05	  6.8525e-06	
         259	     6.41586	      18.000	 6.60853e-06	 0.000166563	     72.8977	  3.0613e-05	  2.8124e-05	  4.0001e-05	  2.0001e-05	  6.9468e-06	  5.1763e-05	  1.3284e-11	 -4.5396e+00	 -4.5763e+00	 -5.1646e+00	     -5.2406	    -10.4815	     -0.1973	      0.0000	     -0.2000	    -10.5575	    -12.4884	    -16.9373	  1.5000e+00	 -5.2097e-07	  8.0000e-01	 -1.1771e-07	  2.9999e-01	 -6.5157e-06	  2.5900e+02	  6.4159e+00	  6.6085e-06	  3.0613e-05	  2.8124e-05	  6.9468e-06	
         260	     6.42806	      18.000	 6.71497e-06	 0.000166712	     72.8301	  3.0615e-05	  2.8174e-05	  4.0001e-05	  2.0001e-05	  7.0413e-06	  5.1763e-05	  1.2211e-11	 -4.5395e+00	 -4.5756e+00	 -5.1587e+00	     -5.2225	    -10.4446	     -0.1973	      0.0000	     -0.2000	    -10.5331	    -12.4388	    -16.8869	  1.5000e+00	 -5.2298e-07	  8.0000e-01	 -1.1816e-07	  2.9999e-01	 -6.5408e-06	  2.6000e+02	  6.4281e+00	  6.7150e-06	  3.0615e-05	  2.8174e-05	  7.0413e-06	
         261	     6.44031	      18.000	 6.82141e-06	 0.000166861	     72.7625	  3.0618e-05	  2.8225e-05	  4.0001e-05	  2.0001e-05	  7.1360e-06	  5.1763e-05	  1.1221e-11	 -4.5395e+00	 -4.5748e+00	 -5.1529e+00	     -5.2044	    -10.4077	     -0.1973	     -0.0000	     -0.2000	    -10.5086	    -12.3891	    -16.8364	  1.5000e+00	 -5.2499e-07	  8.0000e-01	 -1.1862e-07	  2.9999e-01	 -6.5660e-06	  2.6100e+02	  6.4403e+00	  6.8214e-06	  3.0618e-05	  2.8225e-05	  7.1360e-06	
         262	      6.4526	      18.000	 6.92787e-06	  0.00016701	     72.6948	  3.0620e-05	  2.8276e-05	  4.0001e-05	  2.0001e-05	  7.2310e-06	  5.1763e-05	  1.0308e-11	 -4.5395e+00	 -4.5740e+00	 -5.1472e+00	     -5.1864	    -10.3708	     -0.1973	     -0.0000	     -0.2000	    -10.4840	    -12.3391	    -16.7857	  1.5000e+00	 -5.2700e-07	  8.0000e-01	 -1.1907e-07	  2.9999e-01	 -6.5912e-06	  2.6200e+02	  6.4526e+00	  6.9279e-06	  3.0620e-05	  2.8276e-05	  7.2310e-06	
         263	     6.46495	      18.000	 7.03434e-06	 0.000167159	     72.6271	  3.0623e-05	  2.8326e-05	  4.0001e-05	  2.0001e-05	  7.3262e-06	  5.1763e-05	  9.4663e-12	 -4.5395e+00	 -4.5733e+00	 -5.1415e+00	     -5.1683	    -10.3340	     -0.1973	      0.0000	     -0.2000	    -10.4593	    -12.2889	    -16.7348	  1.5000e+00	 -5.2901e-07	  8.0000e-01	 -1.1953e-07	  2.9999e-01	 -6.6163e-06	  2.6300e+02	  6.4649e+00	  7.0343e-06	  3.0623e-05	  2.8326e-05	  7.3262e-06	
         264	     6.47735	      18.000	 7.14082e-06	 0.000167309	     72.5593	  3.0625e-05	  2.8377e-05	  4.0001e-05	  2.0001e-05	  7.4216e-06	  5.1763e-05	  8.6895e-12	 -4.5394e+00	 -4.5725e+00	 -5.1359e+00	     -5.1503	    -10.2972	     -0.1973	     -0.0000	     -0.2000	    -10.4344	    -12.2385	    -16.6836	  1.5000e+00	 -5.3102e-07	  8.0000e-01	 -1.1998e-07	  2.9999e-01	 -6.6415e-06	  2.6400e+02	  6.4773e+00	  7.1408e-06	  3.0625e-05	  2.8377e-05	  7.4216e-06	
         265	     6.48981	      18.000	 7.24732e-06	 0.000167458	     72.4915	  3.0628e-05	  2.8428e-05	  4.0001e-05	  2.0001e-05	  7.5171e-06	  5.1763e-05	  7.9731e-12	 -4.5394e+00	 -4.5717e+00	 -5.1303e+00	     -5.1322	    -10.2604	     -0.1973	      0.0000	     -0.2000	    -10.4095	    -12.1879	    -16.6322	  1.5000e+00	 -5.3304e-07	  8.0000e-01	 -1.2044e-07	  2.9999e-01	 -6.6666e-06	  2.6500e+02	  6.4898e+00	  7.2473e-06	  3.0628e-05	  2.8428e-05	  7.5171e-06	
         266	     6.50234	      18.000	 7.35383e-06	 0.000167608	     72.4236	  3.0630e-05	  2.8478e-05	  4.0001e-05	  2.0001e-05	  7.6129e-06	  5.1763e-05	  7.3125e-12	 -4.5394e+00	 -4.5710e+00	 -5.1248e+00	     -5.1142	    -10.2235	     -0.1973	      0.0000	     -0.2000	    -10.3844	    -12.1370	    -16.5806	  1.5000e+00	 -5.3505e-07	  8.0000e-01	 -1.2089e-07	  2.9999e-01	 -6.6918e-06	  2.6600e+02	  6.5023e+00	  7.3538e-06	  3.0630e-05	  2.8478e-05	  7.6129e-06	
         267	     6.51494	      18.000	 7.46035e-06	 0.000167759	     72.3558	  3.0632e-05	  2.8529e-05	  4.0001e-05	  2.0001e-05	  7.7088e-06	  5.1763e-05	  6.7033e-12	 -4.5394e+00	 -4.5702e+00	 -5.1194e+00	     -5.0961	    -10.1867	     -0.1973	      0.0000	     -0.2000	    -10.3592	    -12.0858	    -16.5287	  1.5000e+00	 -5.3706e-07	  8.0000e-01	 -1.2134e-07	  2.9999e-01	 -6.7169e-06	  2.6700e+02	  6.5149e+00	  7.4603e-06	  3.0632e-05	  2.8529e-05	  7.7088e-06	
         268	     6.52762	      18.000	 7.56688e-06	 0.000167909	     72.2879	  3.0635e-05	  2.8580e-05	  4.0001e-05	  2.0001e-05	  7.8049e-06	  5.1763e-05	  6.1417e-12	 -4.5393e+00	 -4.5694e+00	 -5.1140e+00	     -5.0781	    -10.1498	     -0.1973	      0.0000	     -0.2000	    -10.3338	    -12.0343	    -16.4765	  1.5000e+00	 -5.3907e-07	  8.0000e-01	 -1.2180e-07	  2.9999e-01	 -6.7421e-06	  2.6800e+02	  6.5276e+00	  7.5669e-06	  3.0635e-05	  2.8580e-05	  7.8049e-06	
         269	     6.54037	      18.000	 7.67343e-06	  0.00016806	       72.22	  3.0637e-05	  2.8630e-05	  4.0001e-05	  2.0001e-05	  7.9011e-06	  5.1763e-05	  5.6241e-12	 -4.5393e+00	 -4.5687e+00	 -5.1087e+00	     -5.0600	    -10.1128	     -0.1973	      0.0000	     -0.2000	    -10.3083	    -11.9825	    -16.4239	  1.5000e+00	 -5.4108e-07	  8.0000e-01	 -1.2225e-07	  2.9999e-01	 -6.7673e-06	  2.6900e+02	  6.5404e+00	  7.6734e-06	  3.0637e-05	  2.8630e-05	  7.9011e-06	
